texto_clean,ods
dentro sistema salud existen dos modelos diferentes evaluar constructo funcionamientodiscapacidad enfoque actividades vida diaria avd modelo katzbarthel enfoque funcionamiento icf desarrollado oms icf desarrollado proporcionar marco integral basado vision condicion salud enfermedad interaccion funcion estructuras corporales actividades participacion vez ven afectadas factores sociales ambientales destaca importancia participacion resultado oms,3
ejemplo seguro salud obligatorio primas cotizadas comunidad p ej base sistema salud suizo ofrece alto grado distribucion riesgos minima redistribucion ingresos presencia muchos fondos seguro social da resultado grupos riesgo fragmentados reduce agrupacion riesgo mecanismos ajuste riesgo ejemplo suiza paises bajos alemania pueden mitigar problema primas calificadas comunidad permiten mayor grado agrupacion riesgos calificadas riesgo ultimas permiten reunir unicamente personas aproximadamente mismo nivel riesgo,3
aunque proporcion pagos directos ha disminuido ligeramente ultima decada raiz serie medidas gubernamentales fijar umbral importe pagos directos servicios cubiertos nhi reducir tasas copago pacientes cancer personas enfermedades cardiovasculares pagos directos parte gasto sanitario total seguian siendo casi dos veces altos media paises ocde esto suscita preocupacion terminos acceso atencion especialmente personas ingresos inferiores media puede haber numerosos obstaculos acceso asistencia sanitaria ejemplo motivos economicos algunas personas consideran coste asistencia sanitaria demasiado elevado geograficos muy pocos medicos otros proveedores asistencia sanitaria determinadas zonas geograficas,3
resultados indican bien pobreza ha tenido tendencia ascendente pronunciada diversos estados componen brasil ha sido persistente coeficientes fueron p pexl esto significa aumento ingreso medio per capita hogares brasil traducira reduccion indice recuento pobreza caida indice recuento pobreza extrema bien kakwani pernia esto constituye crecimiento favor pobres califica crecimiento favor pobres cuando utilizan definiciones propugnadas ravallion chen crecimiento ha reducido niveles pobreza,1
muestran beneficiarios chile solidario han desempenado mejor comparacion grupo control terminos empleo personas adicionales dentro hogares ciento especialmente terminos mejoras condiciones vivienda ciento manera similar guardia et datos reportan informacion condiciones socioeconomicas hogares chilenos anos incluyen cuatro regiones representan alrededor ciento poblacion pais atacama maule bio bio regiones metropolitanas,1
segun informe consumo drogas americas informo prevalencia anual cannabis estudiantes secundaria america central alta belice baja honduras poco centavo informaron tasas prevalencia menos ciento antigua barbuda barbados dominica republica dominicana salvador guyana haiti honduras panama saint kitts nevis san vicente granadinas segun informe consumo drogas americas prevalencia anual uso indebido cocaina estudiantes secundaria caribe oscila poco,3
deben informarse pruebas solidez ver comparaciones relevantes politicas solidas rango ponderaciones plausibles otros aportes estructura ponderacion final incluyen politicas nacionales menudo tal presentan planes desarrollo asi ejercicios participativos comunidades pobres cuestion ponderacion desafiante ipm otros indicadores pobreza imputacion precios bienes comerciales ajuste lineas pobreza rural urbana medidas pobreza monetaria,1
dado personas sin cobertura salud publica tienen financiar servicios salud traves seguros privados pagos propio bolsillo especialmente sensibles caida ingresos personales esto especialmente cierto personas bajos ingresos pueden renunciar posponer servicios atencion medica porque demasiado costosos devaux looper comparar equidad acceso servicios salud paises ocde encuentran paises mayor gasto publico frecuencia visitas medico distribuye manera equitativa personas diferentes ingresos ademas devaux looper muestran desigualdad visita especialista dental aumentando proporcion pago bolsillo porcentaje gasto total atencion especializada dental,3
muchas instituciones psiquiatricas centros enfermeria atencion largo plazo pequenos hospitales rurales necesitan modernizarse objetivo programa fondos estructurales inversion europeos tiene objetivo infraestructura salud desarrollo capacidades recopilacion procesamiento datos asi desarrollo recursos humanos sin embargo nivel gestion hospitalaria menudo solo existe experiencia limitada inversion capital financiacion nuevas tecnologias consulte seccion primer lugar personal medico envejeciendo,3
mexico sin embargo sigue teniendo porcentaje bajo alumnos mejores resultados matematicas paises ocde tercer porcentaje bajo paises participantes datos comparables despues indonesia tunez resultados pisa volumen vtablav mismo modo alumnos canadienses obtuvieron rendimiento inferior nivel habian cursado estudios postescolares edad anos contrario mitad alumnos habian obtenido rendimiento nivel nivel alto estaban universidad colegio alumnos alcanzan nivel matematicas pueden emplear algoritmos basicos formulas procedimientos convenciones,4
principal instrumento medicion adult mental health benchmarking toolkit presenta indicadores resultados formato cuadro mando combinando indicadores estructurales proceso resultados general entiende trastornos leves moderados depresion ansiedad requieren tratamientos altamente especializados administrados psiquiatras regimen hospitalizacion gran mayoria casos contrario requieren solida atencion primaria comunitaria aunque atencion primaria inmensa mayoria casos primer punto acuden personas sufren trastornos mentales medicos atencion primaria siempre disponen competencias opciones tratamiento adecuadas responder eficazmente necesidades,3
componentes atencion social cuidados larga duracion pueden prestarse remunerarse paquete servicios junto servicios enfermeria cuidados personales larga duracion dichos servicios pueden contabilizarse separado componente dominante paquete deben incluirse hc contrario paquete completo debe incluirse hcrl cuidados larga duracion sociales excluyen servicios implican vigilancia personas deficits mentales pacientes demencia evaluacion medica servicios implican gestion casos coordinacion asistencia medica asistencia sanitaria larga duracion incluyen hc,3
muchas recomendaciones formuladas ese capitulo directamente aplicables cribado atencion sanitaria preventiva actualidad solo documentan actividades atencion sanitaria efectos reembolso ampliacion sistema incluir presion arterial azucar sangre otras mediciones clinicas permitira evaluacion informativa exito esfuerzos preventivos secundarios,3
ademas contribucion ingresos empleo nacionales agroindustria tiene potencial aumentar ingresos acceso alimentos pobres zonas rurales dependen gran medida agricultura sustento esto logra mediante creacion negocios procesamiento pequena escala pueden realizar hogar requieren gran inversion traves mecanismo desbordamiento procesamiento agricola puede impactar potencialmente pobreza hogares manera sostenible,1
sin embargo informacion disponible demasiado escasa permitir mediciones tipo numero suficiente paises region riesgo disminuye sin embargo cuando utiliza esquema agregacion presencia privacion suficiente identificar persona pobre ademas algunos indicadores incluidos aqui sirven proxy aunque imperfecto dimensiones salud empleo fueron medidas dos indices analizados secciones anteriores aspectos relevantes bienestar primer caso tomo umbral privacion presencia menos joven hogar estudiara ni tuviera empleo remunerado porque opciones alternativas mitad todos cuantos jovenes hogar menos factible seria clasificar hogar privado,1
